scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5,thyroid_1,thyroid_1,thyroid_2,thyroid_2,thyroid_3,thyroid_3,thyroid_4,thyroid_4,thyroid_5,thyroid_5,ventral_edge_1,ventral_edge_1,ventral_edge_2,ventral_edge_2,ventral_edge_3,ventral_edge_3
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,190905_red7_002,img0020.png,372.42984484048645,174.32455100983424,373.3103803284911,184.01044137788568,374.63118356049813,190.1741897939184,374.6311835604981,196.77820595395346,376.39225453650744,202.06141888198152,372.4298448404864,174.32455100983424,374.1909158164957,182.24937040187632,376.39225453650744,189.73392204991606,375.07145130450044,196.77820595395346,376.39225453650744,202.50168662598387,347.33458343235316,200.7406156499745,359.6620802644186,204.70302534599557,369.34797063247004,202.94195436998623,380.7949319765308,205.1432930899979,392.2418933205916,201.18088339397687,331.484944648269,213.06811248204,351.2969931283742,223.19427059409378,371.5493093524817,225.8358770581078,390.4808223445823,220.1123963860774,408.0915321046758,209.5459705300213,301.54673805611003,237.72310614617092,330.60440916026437,257.9754223702784,378.59359325651917,265.4599740183182,422.1800999127506,253.13247718625271,452.5585742489119,228.47748352212182,54.11627012551655,239.04390769868974,65.56323146957735,265.90024008283234,97.70277678174799,266.34050782683465
labeled-data,190905_red7_002,img0068.png,372.42984484048645,174.32455100983424,369.78823837647235,183.57017363388334,370.2285061204747,190.1741897939184,375.51171904850275,197.2184736979558,376.83252228050975,203.8224898579909,372.4298448404864,174.32455100983424,380.3546642325285,182.24937040187632,381.6754674645355,189.29365430591372,376.83252228050975,199.86008016196985,377.2727900245121,203.8224898579909,346.0137802003461,202.06141888198152,357.9010092884092,205.1432930899979,368.027167400463,203.8224898579909,379.0338610005215,206.0238285780026,391.80162557658923,200.3003479059722,329.2836059282573,216.5902544340587,350.8567253843719,226.27614480211014,371.1090416084794,228.47748352212182,391.361357832587,223.6345383380961,407.2109966166711,209.5459705300213,300.6662025681054,239.48417712218026,330.16414141626194,259.73649334628783,378.5935932565191,267.22104499432754,422.62036765675293,254.0130126742574,452.1183065049096,228.03721577811947,39.14716682943706,240.8049786746991,49.71359268549317,264.139169106823,86.69608318168954,269.422382034851
labeled-data,190905_red7_002,img0097.png,372.42984484048645,174.32455100983424,367.14663191245836,183.57017363388334,365.385560936449,191.05472528192308,370.66877386447703,198.53927692996282,374.1909158164957,204.2627576019932,372.4298448404864,174.32455100983424,379.0338610005215,183.129905889881,386.5184126485612,189.29365430591372,383.43653844054484,199.86008016196985,380.3546642325285,204.2627576019932,346.0137802003461,202.9419543699862,357.9010092884092,206.90436406600728,368.46743514446536,205.58356083400025,379.4741287445238,206.90436406600728,392.2418933205916,201.18088339397687,328.4030704402527,220.1123963860774,349.0956544083625,231.11908998613586,371.1090416084794,231.55935773013817,391.361357832587,226.71641254611245,407.2109966166711,211.30704150603063,300.22593482410304,241.24524809818962,329.72387367225963,261.0572965782948,378.5935932565191,269.86265145834153,422.62036765675293,254.45328041825977,452.1183065049096,229.3580190101265,30.782079693392646,240.8049786746991,37.826363597430046,262.3780981308136,72.16724762961239,271.62372075486275
labeled-data,190905_red7_002,img0140.png,372.42984484048645,174.32455100983424,367.5868996564607,183.57017363388334,363.62448996043963,190.61445753792074,368.46743514446536,198.97954467396517,371.989577096484,205.14329308999788,372.4298448404864,174.32455100983424,379.4741287445238,182.68963814587866,386.95868039256356,189.73392204991606,386.0781449045588,200.30034790597216,382.9962706965425,205.14329308999788,345.5735124563438,206.4640963220049,356.13993831239986,208.6654350420166,368.9077028884677,206.90436406600728,379.0338610005215,208.22516729801427,392.6821610645939,202.5016866259839,327.08226720824564,223.6345383380961,348.6553866643602,234.20096419415222,370.6687738644771,235.96203517016156,391.361357832587,231.11908998613583,408.53179984867813,216.5902544340587,299.34539933609835,243.88685456220364,328.84333818425495,263.2586352983065,378.5935932565191,271.6237224343509,422.62036765675293,257.0948868822737,451.67803876090716,231.11908998613583,20.655921581338873,243.00631739471078,27.700205485376273,263.69890136282066,60.28001854154927,272.5042562428674
labeled-data,190905_red7_002,img0249.png,372.42984484048645,174.32455100983424,367.5868996564607,183.57017363388334,364.064757704442,190.1741897939184,368.9077028884677,199.4198124179675,373.7506480724934,205.14329308999788,372.87011258448877,174.32455100983424,379.4741287445238,183.129905889881,386.0781449045588,189.73392204991606,386.0781449045588,200.30034790597216,382.1157352085378,205.58356083400022,345.5735124563438,207.78489955401193,356.58020605640223,210.42650601802598,369.34797063247004,207.78489955401193,378.5935932565191,207.78489955401193,392.6821610645939,204.26275760199323,325.7614639762386,227.15668029011482,347.33458343235316,237.28283840216858,370.2285061204748,239.48417712218026,392.68216106459397,234.64123193815453,409.8526030806852,220.99293187408207,299.78566708010067,245.20765779421066,328.4030704402526,265.4599740183182,378.15332551251674,274.70559664236725,422.62036765675293,259.7364933462878,452.1183065049096,233.76069645014988,13.171369933299129,248.2895303227388,23.297528045352895,265.45997233882997,57.63841207753525,276.9069336828908
labeled-data,190905_red7_002,img0466.png,371.9895770964841,174.32455100983424,367.5868996564607,183.57017363388334,364.9452931924467,191.05472528192308,369.78823837647235,199.4198124179675,375.07145130450044,205.58356083400022,373.3103803284911,174.32455100983424,379.0338610005215,183.129905889881,385.6378771605565,189.73392204991606,385.1976094165542,200.30034790597216,382.9962706965425,205.58356083400022,346.0137802003461,207.3446318100096,356.58020605640223,210.42650601802595,369.34797063247004,207.34463181000962,380.3546642325285,207.78489955401193,393.1224288085963,204.70302534599557,325.7614639762386,227.15668029011482,347.33458343235316,237.28283840216858,370.2285061204748,240.36471261018494,393.5626965525987,236.84257065816624,410.7331385686898,220.99293187408207,299.78566708010067,247.4089965142223,328.4030704402526,266.34050950632286,378.15332551251674,275.58613213037194,423.06063540075525,260.61702883429246,452.1183065049096,234.64123193815453,12.731102189296791,250.05060129874812,21.096189325341207,267.22104331483933,58.07867982153758,276.9069336828908
labeled-data,190905_red7_002,img0836.png,371.9895770964841,174.32455100983424,367.14663191245836,183.129905889881,364.50502544844437,191.05472528192308,369.78823837647235,199.4198124179675,375.95198679250507,206.02382857800256,373.3103803284911,174.32455100983424,379.4741287445238,183.129905889881,384.75734167255183,189.73392204991606,385.1976094165542,200.30034790597216,381.6754674645355,205.58356083400022,345.1332447123415,208.66543504201658,356.58020605640223,211.30704150603063,369.78823837647235,209.10570278601895,380.7949319765308,208.22516729801427,393.1224288085963,206.0238285780026,324.88092848823396,230.67882224213352,346.01378020034616,239.48417712218026,370.2285061204748,243.4465868182013,393.5626965525987,238.16337389017323,411.1734063126921,224.07480608209843,299.78566708010067,247.4089965142223,328.84333818425495,265.90024176232055,378.5935932565191,276.0263998743743,423.06063540075525,260.61702883429246,451.67803876090716,234.64123193815453,18.014315117324845,248.2895303227388,27.25993774137394,267.22104331483933,64.68269598157265,278.66800465890014
labeled-data,190905_red7_002,img0882.png,371.9895770964841,174.32455100983424,367.14663191245836,183.129905889881,364.50502544844437,191.05472528192308,370.2285061204747,199.4198124179675,375.95198679250507,206.02382857800256,373.7506480724934,175.20508649783892,379.0338610005215,183.129905889881,384.3170739285495,189.73392204991606,384.75734167255183,200.30034790597216,380.7949319765308,206.02382857800256,345.1332447123415,206.90436406600725,356.13993831239986,210.42650601802595,369.78823837647235,207.34463181000962,381.23519972053316,208.22516729801427,392.6821610645939,203.8224898579909,324.88092848823396,228.47748352212182,346.45404794434853,236.4023029141639,370.2285061204748,239.9244448661826,393.1224288085963,234.2009641941522,410.7331385686898,222.31373510608907,299.78566708010067,246.52846102621768,327.96280269625026,266.34050950632286,378.5935932565191,275.58613213037194,423.06063540075525,260.61702883429246,451.67803876090716,234.20096419415222,19.335118349331857,248.2895303227388,24.61833127735991,266.780775570837,60.28001854154927,278.66800465890014
