scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_left_6,glottis_left_6,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,glottis_right_6,glottis_right_6,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ST306#001_rotated,img0117.png,263.3261177644536,156.91341363472944,262.5522071782293,181.67855239390707,261.778296592005,210.31324408420622,261.778296592005,235.85229342960818,261.778296592005,260.6174321887858,260.2304754195564,285.3825709479635,263.3261177644536,156.91341363472944,262.5522071782293,181.67855239390707,261.778296592005,207.9915123255333,263.3261177644536,235.07838284338388,261.778296592005,259.8435216025615,260.2304754195564,282.28692860306626,206.05673438385531,207.21760173930903,232.36969431548152,186.3220159112529,264.1000283506779,176.26117829033697,306.66511059301445,190.19156884237438,339.94326580065945,214.18279701532774,143.36997689968683,157.6873242209537,193.67416500426646,120.53961608218725,267.9695812817994,97.32229849545821,341.491086973108,118.99179490973863,390.24745390523896,158.46123480717802
labeled-data,ST306#001_rotated,img0194.png,263.3261177644536,156.91341363472944,262.5522071782293,181.67855239390707,261.778296592005,210.31324408420622,261.778296592005,235.85229342960818,261.778296592005,260.6174321887858,260.2304754195564,285.3825709479635,263.3261177644536,156.91341363472944,262.5522071782293,181.67855239390707,261.778296592005,207.9915123255333,263.3261177644536,235.07838284338388,261.0043860057807,259.8435216025615,260.2304754195564,282.28692860306626,202.9610920389581,207.21760173930903,233.14360490170583,185.5481053250286,263.3261177644536,176.26117829033697,308.98684235168736,190.96547942859868,341.49108697310805,215.73061818777634,143.36997689968683,157.6873242209537,193.67416500426646,120.53961608218725,267.9695812817994,97.32229849545821,341.491086973108,118.99179490973863,389.47354331901465,158.46123480717802
labeled-data,ST306#001_rotated,img0322.png,263.3261177644536,156.91341363472944,262.5522071782293,181.67855239390707,261.778296592005,210.31324408420622,261.778296592005,235.85229342960818,263.3261177644536,260.6174321887858,260.2304754195564,285.3825709479635,263.3261177644536,156.91341363472944,262.5522071782293,180.90464180768276,261.778296592005,207.9915123255333,264.1000283506779,235.07838284338388,263.3261177644536,259.8435216025615,261.0043860057807,282.28692860306626,202.9610920389581,207.21760173930903,231.59578372925722,187.0959264974772,263.3261177644536,176.26117829033697,308.98684235168736,191.739390014823,342.26499755933236,216.50452877400065,142.5960663134626,156.91341363472944,193.67416500426646,118.99179490973864,267.9695812817994,97.32229849545821,342.2649975593323,118.99179490973863,389.47354331901465,160.00905597962662
labeled-data,ST306#001_rotated,img0359.png,263.3261177644536,156.91341363472944,262.5522071782293,181.67855239390707,262.5522071782293,210.31324408420622,260.2304754195564,235.85229342960818,264.8739389369022,259.8435216025615,262.5522071782293,285.3825709479635,263.32611776445367,156.91341363472944,263.3261177644536,180.90464180768276,264.8739389369022,207.21760173930903,265.6478495231265,235.07838284338388,265.6478495231265,259.8435216025615,263.3261177644536,282.28692860306626,202.9610920389581,207.21760173930903,230.0479625568086,187.0959264974772,263.3261177644536,176.26117829033697,308.98684235168736,191.739390014823,342.26499755933236,216.50452877400065,142.5960663134626,156.91341363472944,193.67416500426646,118.99179490973864,267.9695812817994,97.32229849545821,339.1693552144351,119.76570549596293,389.47354331901465,161.55687715207523
labeled-data,ST306#001_rotated,img0497.png,266.4217601093508,156.13950304850513,264.8739389369022,181.67855239390707,260.2304754195564,210.31324408420622,254.81310131598627,237.4001146020568,264.8739389369022,259.8435216025615,262.5522071782293,285.3825709479635,266.4217601093508,156.13950304850513,265.6478495231265,180.90464180768276,266.4217601093508,207.21760173930903,274.1608659715938,235.07838284338388,265.6478495231265,259.0696110163372,263.3261177644536,283.06083918929056,202.9610920389581,207.9915123255333,230.0479625568086,188.64374766992577,265.6478495231265,176.26117829033697,308.98684235168736,192.5133006010473,342.26499755933236,216.50452877400065,141.04824514101398,156.91341363472944,193.67416500426646,118.99179490973864,270.2913130404723,98.09620908168252,339.1693552144351,121.31352666841154,387.92572214656605,161.55687715207523
labeled-data,ST306#001_rotated,img0567.png,266.4217601093508,156.13950304850513,264.8739389369022,181.67855239390707,256.3609224884349,209.53933349798191,254.81310131598627,237.4001146020568,264.1000283506779,259.8435216025615,262.5522071782293,285.3825709479635,266.4217601093508,156.13950304850513,265.6478495231265,180.90464180768276,269.517402454248,206.44369115308473,278.0304189027153,235.07838284338388,265.6478495231265,259.0696110163372,263.3261177644536,283.06083918929056,202.9610920389581,207.9915123255333,231.59578372925722,186.3220159112529,265.6478495231265,176.26117829033697,308.98684235168736,192.5133006010473,342.26499755933236,216.50452877400065,141.04824514101398,156.91341363472944,192.90025441804215,121.31352666841155,271.0652236266966,98.09620908168252,339.1693552144351,121.31352666841154,387.92572214656605,161.55687715207523
labeled-data,ST306#001_rotated,img0635.png,266.4217601093508,156.13950304850513,264.8739389369022,181.67855239390707,255.58701190221058,209.53933349798191,253.26528014353767,237.4001146020568,264.1000283506779,259.8435216025615,264.1000283506779,285.3825709479635,266.4217601093508,156.13950304850513,265.6478495231265,180.90464180768276,274.1608659715938,205.66978056686042,280.35215066138824,235.07838284338388,268.7434918680237,259.0696110163372,265.6478495231265,283.83474977551487,202.9610920389581,209.53933349798191,230.82187314303292,187.0959264974772,265.6478495231265,175.48726770411267,308.98684235168736,194.0611217734959,342.26499755933236,221.14799229134644,141.04824514101398,156.91341363472944,192.12634383181785,122.86134784086016,271.0652236266966,98.09620908168252,339.1693552144351,121.31352666841154,387.15181156034174,162.33078773829953
labeled-data,ST306#001_rotated,img0726.png,267.9695812817994,156.13950304850513,266.4217601093508,181.67855239390707,253.26528014353767,208.7654229117576,253.26528014353767,237.4001146020568,259.4565648333321,259.8435216025615,264.1000283506779,285.3825709479635,268.7434918680237,156.13950304850513,268.7434918680237,180.90464180768276,277.256508316491,204.89586998063612,282.67388242006115,235.07838284338388,274.9347765578181,259.0696110163372,266.4217601093508,283.83474977551487,200.6393602802852,211.08715467043052,230.82187314303292,188.64374766992577,267.1956706955751,176.26117829033697,308.98684235168736,194.0611217734959,342.26499755933236,221.14799229134644,140.27433455478968,160.00905597962662,192.12634383181785,122.86134784086016,271.0652236266966,98.09620908168252,338.3954446282108,122.08743725463584,385.60399038789313,164.65251949697245
