scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_left_6,glottis_left_6,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,glottis_right_6,glottis_right_6,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ST045#009_rotated,img0075.png,304.19177523696106,327.2346701937856,297.723593763569,341.78807850891775,289.6383669218289,354.7244414557018,291.25541229017693,370.894895139182,295.298025711047,384.63978077014013,300.149161816091,399.19318908527225,306.6173432894831,327.2346701937856,317.12813818374514,338.5539877722217,326.83041039383323,352.2988734031798,328.4474557621813,367.66080440248595,328.4474557621813,383.8312580859661,319.55370623626715,399.19318908527225,261.3400729757387,431.5340964522325,272.65939055417476,449.32159550406067,297.723593763569,456.59829966162675,322.78779697296324,447.7045501357127,335.7241599197473,429.91705108388453,214.39459991294785,495.12338967409363,254.29876961547214,512.4151965451874,301.5187037634592,515.0754745253557,347.40849892136214,508.42477957493503,380.6619736734657,487.1425557335888
labeled-data,ST045#009_rotated,img0103.png,305.00029792113503,326.4261475096116,296.19814780312265,341.49233631937517,288.8823833576599,353.4635872301325,287.55224436757567,370.0903246061842,292.8728003279123,383.39171450702565,300.8536342684171,400.01845188307743,306.1741902287537,327.52587692349164,318.145441139511,338.83205833920687,328.7865530601841,351.4683787450062,330.7817615453103,366.7649771309739,331.4468310403524,382.0615755169415,322.1358581097634,399.3533823880354,260.9494645658928,431.2767181500548,272.9207154766501,451.22880300131663,298.1933562882488,458.5445674467794,324.1310665948896,448.5685250211483,337.43245649573106,431.27671815005476,215.05966940798993,496.4535286641777,255.62890860555626,513.0802660402295,300.8536342684171,517.070683010482,347.40849892136214,508.42477957493503,380.6619736734657,488.47269472367327
labeled-data,ST045#009_rotated,img0139.png,305.50912073371165,326.19573793340754,295.5330783080806,341.49233631937517,284.2268968923654,354.12865672517455,285.55703588244944,372.7506025863525,290.21252234774397,388.0472009723201,298.8584257832909,400.6835213781195,306.1741902287537,327.52587692349164,320.14064962463715,338.1669888441648,332.11190053539445,350.1382397549221,336.7673870006889,366.7649771309739,338.0975259907731,382.7266450119836,331.4468310403524,400.0184518830775,261.6145340609349,432.60685714013897,272.9207154766501,451.22880300131663,298.1933562882488,458.5445674467794,324.1310665948896,449.8986640112324,337.43245649573106,431.94178764509684,215.05966940798993,497.1185981592198,255.62890860555626,513.0802660402295,302.1837732585013,517.070683010482,349.40370740648837,507.75971007989295,384.6523906437181,489.1377642187154
labeled-data,ST045#009_rotated,img0167.png,305.50912073371165,326.19573793340754,294.8680088130385,341.49233631937517,281.5666189121971,354.12865672517455,283.56182739732327,372.7506025863525,290.21252234774397,388.0472009723201,298.8584257832909,402.01366036820366,306.1741902287537,326.86080742844956,321.4707886147213,337.5019193491227,336.1023175056469,349.47317025988,340.7578039709414,366.7649771309739,341.42287346598346,383.39171450702565,334.1071090205207,400.0184518830775,262.27960355597696,433.27192663518105,274.25085446673427,453.8890809814849,299.523495278333,459.2096369418215,324.7961360899317,451.2288030013166,338.7625954858152,433.93699613022306,216.38980839807408,498.44873714930395,255.62890860555626,513.0802660402295,302.1837732585013,517.070683010482,349.40370740648837,507.75971007989295,384.6523906437181,489.1377642187154
labeled-data,ST045#009_rotated,img0185.png,305.50912073371165,326.19573793340754,294.2029393179964,341.49233631937517,283.5618273973233,354.12865672517455,284.8919663874074,372.7506025863525,291.5426613378281,388.7122704673622,298.8584257832909,402.01366036820366,306.1741902287537,326.1957379334075,321.4707886147213,337.5019193491227,338.0975259907731,348.80810076483795,340.7578039709414,366.7649771309739,344.08315144615176,384.05678400206773,336.10231750564685,400.68352137811956,262.27960355597696,433.9369961302228,274.25085446673427,454.55415047652696,299.523495278333,459.87470643686356,324.7961360899317,451.2288030013166,338.7625954858152,434.60206562526514,216.38980839807408,498.44873714930395,255.62890860555626,513.0802660402295,302.1837732585013,517.070683010482,349.40370740648837,507.75971007989295,385.31746013876017,489.1377642187154
labeled-data,ST045#009_rotated,img0201.png,305.50912073371165,326.19573793340754,294.2029393179964,341.49233631937517,282.89675790228125,353.4635872301325,284.8919663874074,372.0855330913104,291.5426613378281,388.7122704673622,299.523495278333,402.01366036820366,306.1741902287537,326.1957379334075,322.80092760480545,336.83684985408064,338.0975259907731,348.80810076483795,344.08315144615176,367.43004662601595,345.41329043623585,384.0567840020678,336.7673870006889,400.68352137811956,262.27960355597696,433.9369961302228,274.25085446673427,454.55415047652696,300.18856477337505,461.2048454269477,324.7961360899317,452.55894199140073,339.4276649808573,435.9322046153493,216.38980839807408,498.44873714930395,254.96383911051421,513.7453355352716,302.1837732585013,517.070683010482,349.40370740648837,507.75971007989295,385.31746013876017,489.1377642187154
labeled-data,ST045#009_rotated,img0219.png,305.50912073371165,326.19573793340754,292.87280032791233,340.8272668243331,282.89675790228125,353.4635872301325,284.8919663874074,372.0855330913104,291.5426613378281,388.7122704673622,299.523495278333,402.6787298632457,306.1741902287537,326.1957379334075,322.80092760480545,336.83684985408064,338.0975259907731,348.80810076483795,344.08315144615176,367.43004662601595,347.4084989213621,384.0567840020678,340.0927344758993,402.0136603682037,262.27960355597696,434.60206562526486,274.25085446673427,454.55415047652696,300.18856477337505,461.2048454269477,324.7961360899317,452.55894199140073,340.09273447589936,437.2623436054334,216.38980839807408,498.44873714930395,254.96383911051421,513.7453355352716,302.1837732585013,517.070683010482,348.7386379114463,509.0898490699771,385.31746013876017,489.1377642187154
labeled-data,ST045#009_rotated,img0246.png,304.8440512386696,326.8608074284496,291.5426613378282,340.1621973292911,281.5666189121971,352.7985177350904,284.8919663874074,372.0855330913104,292.8728003279123,388.7122704673622,300.18856477337505,402.6787298632457,306.1741902287537,326.1957379334075,323.4659970998475,336.83684985408064,338.0975259907731,348.80810076483795,344.08315144615176,367.43004662601595,347.4084989213621,384.0567840020678,343.4180819511097,402.0136603682037,262.27960355597696,434.60206562526486,274.25085446673427,454.55415047652696,300.18856477337505,461.2048454269477,324.7961360899317,452.55894199140073,340.09273447589936,437.2623436054334,216.38980839807408,498.44873714930395,253.63370012043006,514.4104050303134,302.1837732585013,517.070683010482,348.0735684164042,509.7549185650192,383.322251653634,491.79804219888365
