scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_left_6,glottis_left_6,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,glottis_right_6,glottis_right_6,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ST302#003_rotated,img0079.png,271.00216206730323,190.8726533850975,269.4394138342873,209.6256321812885,268.39758167894337,229.42044313282352,266.8348334459274,249.21525408435855,264.23025305756755,265.88456856986176,264.75116913523954,278.3865544339892,271.00216206730323,190.8726533850975,269.96032991195926,209.10471610361662,268.91849775661535,229.4204431328236,267.8766656012714,249.2152540843586,266.8348334459274,264.84273641451784,265.2720852129115,278.9074705116612,204.32490412529046,206.50013571525665,235.05895270793695,198.686394550177,267.3557495235994,198.6863945501771,300.69437849460576,207.54196787060067,325.1774341451885,221.08578589007197,160.56795360084462,179.41249967631396,197.5529951155548,150.76211540435537,250.16551896042427,141.38562600625986,300.17346241693383,157.01310833641918,342.36766470836375,183.5798282976898
labeled-data,ST302#003_rotated,img0130.png,271.00216206730323,190.8726533850975,269.4394138342873,209.10471610361662,269.4394138342873,228.89952705515157,269.96032991195926,249.21525408435855,268.9184977566153,265.3636524921898,267.8766656012714,278.3865544339892,271.00216206730323,191.39356946276945,270.48124598963125,209.10471610361662,269.96032991195926,228.89952705515162,273.0858263779911,249.2152540843586,271.5230781449752,264.84273641451784,267.8766656012714,278.9074705116612,205.8876523583064,210.14654825896048,236.10078486328092,203.89555532689675,267.8766656012714,202.8537231715529,300.1734624169338,210.66746433663252,324.65651806751663,223.6903662784318,164.7352822222204,185.66349260837765,203.28307196994655,158.054940491763,254.33284758180008,147.1157028606516,302.25712672762177,164.30593342382681,344.4513290190517,191.39356946276948
labeled-data,ST302#003_rotated,img0134.png,271.00216206730323,190.8726533850975,269.4394138342873,209.10471610361662,268.9184977566153,229.42044313282352,269.4394138342873,249.21525408435855,268.9184977566153,265.3636524921898,267.8766656012714,278.3865544339892,271.00216206730323,190.8726533850975,271.00216206730323,209.62563218128855,269.96032991195926,228.89952705515162,271.5230781449752,248.1734219290147,271.5230781449752,264.3218203368459,267.8766656012714,278.3865544339892,205.8876523583064,210.14654825896048,235.05895270793695,203.37463924922474,267.3557495235994,202.8537231715529,300.69437849460576,212.23021256964847,324.13560198984464,225.25311451144773,165.2561982998924,190.3517373074254,203.28307196994658,157.0131083364191,253.8119315041281,150.7621154043554,301.7362106499498,166.38959773451472,343.4094968637077,192.43540161811345
labeled-data,ST302#003_rotated,img0171.png,271.00216206730323,190.8726533850975,264.75116913523954,209.62563218128855,259.54200835851975,229.9413592104955,261.1047565915357,249.73617016203053,262.6675048245516,265.88456856986176,267.3557495235994,278.3865544339892,271.00216206730323,190.8726533850975,277.7740710770389,209.10471610361662,279.3368193100548,228.37861097747964,280.3786514653988,247.6525058513427,279.8577353877268,264.3218203368459,267.8766656012714,278.3865544339892,206.92948451365038,215.35570903568023,235.57986878560894,211.7092964919764,267.8766656012714,211.1883804143045,299.65254633926185,219.0021215793841,323.61468591217266,231.50410744351143,167.86077868825225,196.6027302394891,205.36673628063448,168.47326204520255,254.33284758180008,164.30593342382673,300.6943784946058,177.3288353656262,343.4094968637077,203.3746392492249
labeled-data,ST302#003_rotated,img0194.png,271.00216206730323,192.43540161811342,263.1884209022236,209.62563218128855,258.50017620317584,230.4622752881675,260.06292443619174,249.73617016203053,262.1465887468797,265.88456856986176,267.3557495235994,278.3865544339892,270.48124598963125,191.39356946276945,278.29498715471084,210.14654825896054,281.94139969841467,228.37861097747964,280.3786514653988,248.1734219290147,279.3368193100548,264.3218203368459,267.8766656012714,278.3865544339892,209.01314882433826,222.64853412308787,236.10078486328092,216.91845726869616,267.3557495235994,217.96028942404018,298.6107141839179,223.6903662784319,321.5310216014848,235.15051998721535,165.2561982998924,201.2909749385369,206.40856843597842,173.68242282192227,254.85376365947207,168.9941781228745,299.1316302615899,183.0589122200179,341.32583255301984,210.14654825896056
labeled-data,ST302#003_rotated,img0254.png,270.48124598963125,190.8726533850975,263.1884209022236,209.10471610361662,257.97926012550386,230.4622752881675,261.6256726692077,249.73617016203053,262.6675048245516,266.40548464753374,267.3557495235994,278.3865544339892,270.48124598963125,191.39356946276945,277.2531549993669,210.14654825896054,281.94139969841467,228.37861097747964,280.3786514653988,248.1734219290147,278.8159032323828,264.3218203368459,267.8766656012714,278.3865544339892,207.9713166689943,222.64853412308787,235.57986878560894,217.43937334636811,268.91849775661535,217.43937334636814,297.5688820285739,225.77403058911977,321.5310216014848,238.79693253091918,163.69345006687647,201.2909749385369,206.40856843597842,173.1615067442503,254.853763659472,167.43142988985855,300.17346241693383,182.53799614234583,342.36766470836375,207.5419678706007
labeled-data,ST302#003_rotated,img0297.png,270.48124598963125,190.8726533850975,264.75116913523954,209.62563218128855,256.9374279701599,230.4622752881675,261.6256726692077,249.73617016203053,262.6675048245516,266.40548464753374,268.39758167894337,277.8656383563172,270.48124598963125,191.39356946276945,278.29498715471084,209.62563218128855,281.94139969841467,228.37861097747964,280.3786514653988,247.6525058513427,279.8577353877268,264.84273641451784,268.91849775661535,278.3865544339892,207.9713166689943,222.64853412308787,232.97528839724907,215.35570903568023,267.8766656012714,215.35570903568018,297.5688820285739,225.2531145114478,321.5310216014848,238.79693253091918,160.04703752317266,198.68639455017703,201.72032373693065,168.9941781228745,253.81193150412807,162.74318519081078,301.2152945722778,178.891583598642,342.88858078603573,207.02105179292872
labeled-data,ST302#003_rotated,img0333.png,269.96032991195926,190.8726533850975,264.75116913523954,209.62563218128855,256.9374279701599,230.4622752881675,261.1047565915357,249.73617016203053,262.1465887468797,266.40548464753374,268.39758167894337,277.8656383563172,270.48124598963125,191.39356946276945,277.2531549993669,209.62563218128855,282.46231577608665,228.37861097747964,280.3786514653988,247.6525058513427,279.8577353877268,264.84273641451784,268.91849775661535,278.3865544339892,207.4504005913223,222.64853412308787,233.49620447492106,213.27204472499233,267.35574952359934,215.87662511335216,297.0479659509019,222.64853412308793,319.96827336846883,237.7551003755752,160.04703752317266,197.6445623948331,202.76215589227454,167.43142988985852,253.81193150412807,161.7013530354668,303.2989588829657,177.84975144329806,346.53499332973956,207.02105179292872
