scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_left_6,glottis_left_6,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,glottis_right_6,glottis_right_6,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,STred5#001_rotated,img0123.png,275.92019140952095,209.09726588986368,276.7157024276121,241.7132176316012,275.92019140952095,275.1246803914298,273.53365835524744,298.1944999160734,272.7381473371563,326.037385549264,269.55610326479166,350.6982271100899,275.92019140952095,209.09726588986368,276.7157024276121,240.91770661351,275.92019140952095,275.920191409521,273.53365835524744,298.9900109341646,273.5336583552475,324.4463635130817,269.5561032647917,349.90271609199874,203.52868876322555,279.8977464999768,232.9625964325984,273.5336583552475,265.57854817433594,271.147125300974,295.01245584370884,271.147125300974,319.67329740453476,283.0797905723414,140.68331833402402,258.41894901151545,186.8229573833112,229.7805523602338,252.85037188487735,209.09726588986365,318.8777863864435,226.59850828786912,371.38151358045997,260.80548206578896
labeled-data,STred5#001_rotated,img0183.png,275.92019140952095,209.09726588986368,276.7157024276121,241.7132176316012,274.32916937333863,275.1246803914298,273.53365835524744,298.1944999160734,273.53365835524744,325.2418745311728,271.147125300974,351.49373812818106,275.92019140952095,209.09726588986368,275.92019140952095,240.12219559541887,274.32916937333863,274.3291693733387,273.53365835524744,298.1944999160734,274.32916937333863,324.4463635130817,271.9426363190652,348.3116940558164,199.55113367276977,280.6932575180679,233.75810745068958,271.9426363190652,263.9875261381536,267.9650812286094,291.8304117713442,269.5561032647917,318.8777863864436,283.87530159043257,141.47882935211518,259.2144600296067,187.6184684014024,227.3940193059603,248.87281679442157,207.50624385368135,317.2867643502612,225.00748625168686,368.1994695080953,261.6009930838801
labeled-data,STred5#001_rotated,img0397.png,275.92019140952095,209.09726588986368,275.12468039142976,240.91770661351,275.92019140952095,275.1246803914298,265.5785481743359,297.3989888979823,272.7381473371563,325.2418745311728,271.147125300974,351.49373812818106,275.92019140952095,209.09726588986368,275.92019140952095,240.12219559541887,276.7157024276121,271.9426363190652,288.6483676989795,297.3989888979823,279.1022354818856,323.6508524949905,273.5336583552475,348.3116940558164,201.93766672704322,283.87530159043257,232.9625964325984,272.73814733715636,265.57854817433594,267.9650812286094,295.80796686179997,271.9426363190652,321.2643194407171,284.6708126085237,141.47882935211518,259.2144600296067,187.6184684014024,227.3940193059603,248.87281679442157,207.50624385368135,317.2867643502612,223.41646421550453,368.9949805261865,260.0099710476978
labeled-data,STred5#001_rotated,img0513.png,271.9426363190651,208.30175487177252,271.147125300974,240.91770661351,265.5785481743359,274.3291693733387,259.2144600296066,296.6034778798911,265.5785481743359,324.4463635130817,267.1695702105182,350.6982271100899,271.9426363190651,209.09726588986368,273.53365835524744,239.3266845773277,282.2842795542502,270.3516142828829,287.8528566808883,297.3989888979823,279.1022354818856,322.05983045880816,268.7605922467005,346.7206720196341,198.75562265467858,286.261834644706,225.80299726977796,272.73814733715636,253.6458829029686,267.1695702105182,283.07979057234144,267.1695702105182,312.51369824171434,278.3067244637944,136.7057632435682,257.6234379934243,184.43642432903778,224.2119752335957,246.4862837401481,205.1197107994079,316.49125333217,220.2344201431399,368.9949805261865,257.6234379934243
labeled-data,STred5#001_rotated,img0566.png,271.9426363190651,208.30175487177252,263.98752613815356,240.91770661351,260.8054820657889,273.5336583552475,260.0099710476978,295.80796686179997,265.5785481743359,322.85534147689935,264.7830371562447,350.6982271100899,273.53365835524744,209.09726588986368,279.10223548188554,237.7356625411454,284.67081260852365,267.9650812286094,287.05734566279716,295.80796686179997,279.10223548188554,318.0822753683524,267.1695702105182,346.7206720196341,185.23193534712888,285.4663236266149,213.87033199841062,271.14712530097404,248.0773057763305,266.37405919242707,277.51121344570333,263.1920151200624,310.922676205532,278.3067244637944,135.11474120738592,255.2369049391509,181.25438025667313,219.43890912504872,244.89526170396584,203.52868876322557,318.0822753683523,217.84788708886643,368.1994695080953,255.2369049391509
labeled-data,STred5#001_rotated,img0611.png,271.9426363190651,208.30175487177252,260.0099710476978,240.91770661351,254.4413939210597,271.9426363190652,256.032415957242,295.0124558437088,263.98752613815356,322.85534147689935,265.5785481743359,350.6982271100899,271.9426363190651,207.50624385368135,279.10223548188554,236.94015152305423,287.05734566279716,267.9650812286094,289.4438787170706,295.80796686179997,279.1022354818856,315.69574231407887,267.1695702105182,346.7206720196341,180.45886923858194,287.85285668088835,211.4837989441371,273.5336583552475,245.69077272205698,266.37405919242707,274.3291693733387,262.3965041019713,309.3316541693497,279.1022354818856,134.31923018929476,252.05486086678624,180.45886923858197,215.46135403459294,244.09975068587465,200.34664469086093,318.0822753683523,214.66584301650178,372.9725356166423,253.64588290296857
labeled-data,STred5#001_rotated,img0686.png,270.35161428288285,207.50624385368135,256.032415957242,240.91770661351,249.66832781251273,271.14712530097404,249.66832781251273,295.0124558437088,259.2144600296066,322.05983045880816,263.98752613815356,350.6982271100899,271.147125300974,207.50624385368135,279.10223548188554,235.3491294868719,289.4438787170706,267.16957021051826,287.8528566808883,294.21694482561765,274.32916937333863,318.8777863864436,265.5785481743359,346.7206720196341,178.86784720239962,286.261834644706,207.50624385368133,268.7605922467006,244.09975068587465,263.9875261381536,273.53365835524755,261.6009930838801,308.5361431512585,279.1022354818856,133.5237191712036,248.8728167944216,180.45886923858197,215.46135403459294,244.09975068587465,197.1646006184963,318.0822753683523,210.688287926046,372.1770245985511,244.09975068587468
labeled-data,STred5#001_rotated,img0829.png,260.0099710476978,207.50624385368135,243.3042396677835,239.3266845773277,236.14464050496306,270.3516142828829,244.09975068587462,293.42143380752645,252.85037188487738,321.26431944071703,259.2144600296066,350.6982271100899,263.1920151200624,207.50624385368135,279.10223548188554,234.55361846878074,289.4438787170706,267.16957021051826,282.2842795542502,292.6259227894353,271.9426363190651,317.28676435026125,263.98752613815356,347.5161830377253,171.7082480395792,281.4887685361591,201.93766672704322,264.7830371562448,233.75810745068964,258.41894901151545,267.16957021051826,260.80548206578896,305.3540990788939,279.1022354818856,128.75065306265665,242.50872864969236,178.0723361843085,209.09726588986368,241.7132176316012,194.77806756422282,311.7181872236231,208.30175487177252,369.79049154427764,238.53117355923655
