scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_left_6,glottis_left_6,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,glottis_right_6,glottis_right_6,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,STred5#008_rotated,img0002.png,264.52950726927384,233.5642404758182,246.8350691015849,254.20775167145533,235.03877698979227,277.06306763805355,231.35243570485704,305.81652966054804,241.67419130267558,326.4600408561851,260.1058977273516,336.0445281970167,268.9531168111961,233.56424047581817,276.3257993810665,255.68228818542943,285.910286721898,278.5376041520276,285.17301846491097,303.6047248895869,279.2748724090146,322.0364313142629,263.0549707552998,334.5699916830426,193.014486341531,278.5376041520276,220.29341185005148,263.05497075529973,254.2077516714553,263.05497075529973,283.69848195093687,255.68228818542937,313.1892122304185,265.26677552626086,160.5746830341013,251.25867864350715,199.64990065441438,223.97975313498668,257.89409295639047,211.44619276620702,304.341993146574,222.5052166210126,344.1544790238741,251.99594690049418
labeled-data,STred5#008_rotated,img0066.png,265.2667755262609,232.82697221883114,251.9959469004942,254.94501992844235,236.51331350376634,277.8003358950405,232.82697221883117,303.6047248895869,243.1487278166497,323.51096782823697,260.10589772735165,334.5699916830426,268.21584855420906,232.82697221883114,285.91028672189805,254.94501992844235,286.64755497888507,278.5376041520276,287.3848232358721,303.6047248895869,279.2748724090147,319.8246265433018,265.2667755262609,333.0954551690685,197.4380958834533,281.48667717997574,223.9797531349867,264.52950726927384,256.4195564424164,262.3177024983127,284.4357502079239,257.15682469940344,313.9264804874055,266.74131204023496,161.31195129108832,251.99594690049418,200.3871689114014,223.97975313498668,256.4195564424164,212.18346102319407,301.3929201186258,225.45428964896078,345.6290155378482,252.7332151574812
labeled-data,STred5#008_rotated,img0135.png,265.2667755262609,232.82697221883114,247.57233735857196,255.68228818542937,237.98785001774044,277.8003358950405,234.30150873280522,303.6047248895869,247.57233735857196,324.9855043422111,262.31770249831277,337.51906471099073,270.4276533251702,232.82697221883114,286.64755497888507,254.20775167145533,289.5966280068332,278.5376041520276,289.5966280068332,305.81652966054804,278.53760415202765,320.5618948002888,266.00404378324794,333.0954551690685,197.4380958834533,281.48667717997574,225.45428964896075,266.00404378324794,257.8940929563905,263.05497075529973,284.4357502079239,257.15682469940344,313.9264804874055,265.2667755262609,161.31195129108832,251.99594690049418,200.3871689114014,223.97975313498668,256.4195564424164,212.18346102319407,301.3929201186258,225.45428964896078,344.8917472808611,251.99594690049418
labeled-data,STred5#008_rotated,img0175.png,265.2667755262609,232.82697221883114,247.57233735857196,255.68228818542937,237.98785001774044,277.8003358950405,238.72511827472746,303.6047248895869,247.57233735857196,324.9855043422111,262.31770249831277,337.51906471099073,270.4276533251702,232.82697221883114,289.5966280068332,254.20775167145533,291.80843277779434,278.5376041520276,289.5966280068332,303.6047248895869,281.4866771799758,322.0364313142629,267.47858029722204,333.83272342605557,197.4380958834533,281.48667717997574,225.45428964896075,266.00404378324794,257.8940929563905,263.05497075529973,284.4357502079239,257.15682469940344,313.9264804874055,265.2667755262609,161.31195129108832,251.99594690049418,200.3871689114014,223.97975313498668,256.4195564424164,212.18346102319407,301.3929201186258,225.45428964896078,344.8917472808611,251.99594690049418
labeled-data,STred5#008_rotated,img0230.png,265.2667755262609,232.82697221883114,247.57233735857196,255.68228818542937,237.98785001774044,278.5376041520276,238.72511827472746,303.6047248895869,247.57233735857196,324.9855043422111,262.31770249831277,337.51906471099073,270.4276533251702,232.82697221883114,289.5966280068332,254.20775167145533,291.80843277779434,278.5376041520276,290.33389626382024,304.34199314657394,280.0121406660017,323.51096782823697,267.47858029722204,333.83272342605557,199.6499006544144,281.48667717997574,226.19155790594783,267.478580297222,257.8940929563905,263.05497075529973,285.17301846491097,257.15682469940344,315.40101700137956,265.2667755262609,161.31195129108832,251.99594690049418,200.3871689114014,223.97975313498668,256.4195564424164,212.18346102319407,301.3929201186258,225.45428964896078,344.8917472808611,251.99594690049418
labeled-data,STred5#008_rotated,img0294.png,265.2667755262609,232.82697221883114,247.57233735857196,255.68228818542937,237.98785001774044,278.5376041520276,235.0387769897923,303.6047248895869,248.30960561555898,329.4091138841333,262.31770249831277,337.51906471099073,270.4276533251702,232.82697221883114,289.5966280068332,254.20775167145533,292.54570103478136,278.5376041520276,291.0711645208073,305.079261403561,281.4866771799758,323.51096782823697,269.69038506818316,336.0445281970167,199.6499006544144,281.48667717997574,226.19155790594783,267.478580297222,260.10589772735165,263.05497075529973,285.17301846491097,257.15682469940344,315.40101700137956,265.2667755262609,161.31195129108832,251.99594690049418,200.3871689114014,223.97975313498668,256.4195564424164,212.18346102319407,301.3929201186258,225.45428964896078,344.8917472808611,251.99594690049418
labeled-data,STred5#008_rotated,img0343.png,265.2667755262609,232.82697221883114,247.57233735857196,255.68228818542937,237.98785001774044,278.5376041520276,236.51331350376634,303.6047248895869,247.57233735857196,327.9345773701592,262.31770249831277,337.51906471099073,270.4276533251702,232.82697221883114,289.5966280068332,254.94501992844235,292.54570103478136,278.5376041520276,292.54570103478136,305.079261403561,282.2239454369628,324.9855043422111,269.69038506818316,336.0445281970167,199.6499006544144,281.48667717997574,227.66609441992188,266.74131204023496,260.10589772735165,263.05497075529973,285.17301846491097,257.15682469940344,315.40101700137956,265.2667755262609,161.31195129108832,251.99594690049418,200.3871689114014,223.97975313498668,256.4195564424164,212.18346102319407,301.3929201186258,225.45428964896078,344.8917472808611,251.99594690049418
labeled-data,STred5#008_rotated,img0374.png,265.2667755262609,232.82697221883114,247.57233735857196,255.68228818542937,237.25058176075342,280.01214066600164,237.98785001774044,303.6047248895869,247.57233735857196,327.9345773701592,262.31770249831277,337.51906471099073,270.4276533251702,232.82697221883114,289.5966280068332,255.68228818542937,292.54570103478136,278.5376041520276,292.54570103478136,305.079261403561,282.2239454369628,324.24823608522405,268.21584855420906,336.0445281970167,199.6499006544144,281.48667717997574,227.66609441992188,266.74131204023496,260.10589772735165,263.05497075529973,285.17301846491097,257.15682469940344,315.40101700137956,265.2667755262609,161.31195129108832,251.99594690049418,200.3871689114014,223.97975313498668,256.4195564424164,212.18346102319407,301.3929201186258,225.45428964896078,344.8917472808611,251.99594690049418
