scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_left_6,glottis_left_6,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,glottis_right_6,glottis_right_6,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ST045#008_rotated,img0017.png,302.373814419078,369.18116556986934,290.75514492901306,394.07831447715125,274.1570456574917,412.3362236758247,271.66733076676354,440.5529924374109,270.0075208396114,471.25947608972535,296.5644796740455,512.7547242685285,303.203719382654,369.18116556986934,314.82238887271893,389.0988846956949,331.42048814424027,409.8465087850965,332.2503931078163,439.7230874738349,340.54944274357695,470.42957112614926,316.48219879987107,511.92481930495256,228.51227266080815,475.4090009076057,269.17761587603536,479.558525725486,304.86352930980615,479.558525725486,343.0391576343052,477.0688108347578,365.4465916508589,465.4501413446929,218.55341309789537,508.6051994506483,263.3682811310029,534.3322533215062,313.9924839091429,544.291112884419,363.78678172370684,531.8425384307781,399.47269515747763,500.30614981488765
labeled-data,ST045#008_rotated,img0043.png,301.5439094555019,368.35126060629324,290.75514492901306,392.41850454999917,275.81685558464386,414.8259385665529,272.4972357303396,440.5529924374109,271.66733076676354,471.25947608972535,297.39438463762156,513.5846292321046,300.71400449192583,368.35126060629324,315.65229383629503,389.92878965927093,332.2503931078163,410.6764137486726,331.42048814424027,438.8931825102588,341.3793477071531,469.5996661625732,316.48219879987107,511.0949143413765,229.34217762438428,477.0688108347578,267.5178059488833,477.89871579833385,304.86352930980615,479.558525725486,343.0391576343052,474.5790959440296,365.446591650859,466.28004630826894,219.38331806147147,510.26500937780037,264.198186094579,535.1621582850823,312.3326739819908,543.461207920843,362.9568767601308,531.8425384307781,399.47269515747763,500.30614981488765
labeled-data,ST045#008_rotated,img0070.png,300.71400449192583,368.35126060629324,290.75514492901306,392.41850454999917,277.476665511796,414.8259385665529,272.4972357303396,440.5529924374109,271.66733076676354,471.25947608972535,297.39438463762156,513.5846292321046,300.71400449192583,368.35126060629324,315.65229383629503,389.92878965927093,332.2503931078163,410.6764137486726,331.42048814424027,438.8931825102588,341.3793477071531,468.7697611989972,316.48219879987107,511.0949143413765,230.17208258796032,477.89871579833385,267.5178059488833,477.89871579833385,304.86352930980615,479.558525725486,342.20925267072914,475.4090009076057,365.446591650859,466.28004630826894,219.38331806147147,510.26500937780037,265.02809105815504,535.1621582850823,312.3326739819908,543.461207920843,362.9568767601308,532.6724433943541,400.30260012105373,501.1360547784637
labeled-data,ST045#008_rotated,img0226.png,300.71400449192583,368.35126060629324,291.5850498925891,393.2484095135752,277.476665511796,415.65584353012895,276.64676054821996,441.382897400987,271.66733076676354,471.25947608972535,297.39438463762156,513.5846292321046,300.71400449192583,368.35126060629324,315.65229383629503,389.92878965927093,332.2503931078163,410.6764137486726,331.42048814424027,438.8931825102588,339.7195377800009,467.10995127184503,316.48219879987107,511.0949143413765,230.17208258796032,477.89871579833385,268.3477109124593,479.558525725486,304.86352930980615,479.558525725486,342.20925267072914,475.4090009076057,365.446591650859,466.28004630826894,219.38331806147147,510.26500937780037,265.02809105815504,535.1621582850823,312.3326739819908,543.461207920843,362.9568767601308,532.6724433943541,400.30260012105373,501.1360547784637
labeled-data,ST045#008_rotated,img0310.png,300.71400449192583,368.35126060629324,291.5850498925891,393.2484095135752,278.30657047537204,417.3156534572811,276.64676054821996,441.382897400987,271.66733076676354,471.25947608972535,297.39438463762156,513.5846292321046,300.71400449192583,368.35126060629324,315.65229383629503,389.92878965927093,332.2503931078163,410.6764137486726,331.42048814424027,438.8931825102588,338.0597278528488,466.28004630826894,316.48219879987107,511.0949143413765,235.98141733299278,480.38843068906203,268.3477109124593,479.558525725486,304.0336243462301,480.38843068906203,342.20925267072914,475.4090009076057,365.446591650859,466.28004630826894,219.38331806147147,511.92481930495256,265.02809105815504,536.8219682122344,311.5027690184147,545.1210178479951,363.78678172370684,533.5023483579301,400.30260012105373,501.96595974203973
labeled-data,ST045#008_rotated,img0377.png,301.5439094555019,368.35126060629324,291.5850498925891,393.2484095135752,278.30657047537204,417.3156534572811,276.64676054821996,441.382897400987,271.66733076676354,471.25947608972535,297.39438463762156,513.5846292321046,300.71400449192583,368.35126060629324,315.65229383629503,389.92878965927093,332.2503931078163,410.6764137486726,331.42048814424027,438.06327754668274,338.0597278528488,465.4501413446929,316.48219879987107,511.0949143413765,235.98141733299278,480.38843068906203,268.3477109124593,479.558525725486,304.0336243462301,480.38843068906203,341.3793477071531,475.4090009076057,366.276496614435,466.28004630826894,219.38331806147147,512.7547242685285,265.02809105815504,536.8219682122344,311.5027690184147,545.1210178479951,363.78678172370684,533.5023483579301,401.13250508462977,502.79586470561577
labeled-data,ST045#008_rotated,img0547.png,302.373814419078,368.35126060629324,291.5850498925891,393.2484095135752,278.30657047537204,417.3156534572811,276.64676054821996,441.382897400987,273.3271406939157,470.42957112614926,297.39438463762156,513.5846292321046,300.71400449192583,368.35126060629324,315.65229383629503,389.92878965927093,332.2503931078163,410.6764137486726,331.42048814424027,438.06327754668274,338.0597278528488,465.4501413446929,316.48219879987107,511.92481930495245,240.13094215087304,478.72862076190995,273.3271406939157,480.38843068906203,305.6934342733823,479.558525725486,341.3793477071531,476.2389058711817,366.276496614435,466.28004630826894,219.38331806147147,512.7547242685285,265.02809105815504,536.8219682122344,311.5027690184147,545.1210178479951,362.9568767601308,533.5023483579301,401.96241004820587,503.6257696691919
labeled-data,ST045#008_rotated,img0721.png,300.71400449192583,368.35126060629324,291.5850498925891,393.2484095135752,278.30657047537204,417.3156534572811,276.64676054821996,443.0427073281391,273.3271406939157,470.42957112614926,297.39438463762156,513.5846292321046,300.71400449192583,368.35126060629324,315.65229383629503,389.92878965927093,331.42048814424027,410.6764137486726,331.42048814424027,438.06327754668274,338.0597278528488,465.4501413446929,316.48219879987107,511.0949143413765,236.81132229656882,482.0482406162142,268.3477109124593,479.558525725486,304.0336243462301,480.38843068906203,341.3793477071531,475.4090009076057,366.276496614435,466.28004630826894,219.38331806147147,512.7547242685285,265.02809105815504,536.8219682122344,311.5027690184147,545.1210178479951,362.9568767601308,533.5023483579301,401.96241004820587,505.285579596344
