scorer,,,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith,SamKSmith
bodyparts,,,glottis_left_1,glottis_left_1,glottis_left_2,glottis_left_2,glottis_left_3,glottis_left_3,glottis_left_4,glottis_left_4,glottis_left_5,glottis_left_5,glottis_right_1,glottis_right_1,glottis_right_2,glottis_right_2,glottis_right_3,glottis_right_3,glottis_right_4,glottis_right_4,glottis_right_5,glottis_right_5,alar_edge_1,alar_edge_1,alar_edge_2,alar_edge_2,alar_edge_3,alar_edge_3,alar_edge_4,alar_edge_4,alar_edge_5,alar_edge_5,EG_1,EG_1,EG_2,EG_2,EG_3,EG_3,EG_4,EG_4,EG_5,EG_5,thyroid_1,thyroid_1,thyroid_2,thyroid_2,thyroid_3,thyroid_3,thyroid_4,thyroid_4,thyroid_5,thyroid_5,ventral_edge_1,ventral_edge_1,ventral_edge_2,ventral_edge_2,ventral_edge_3,ventral_edge_3
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,190904_fem003_009,img0040.png,391.0648036372376,187.90641111327517,388.8723411262042,194.04530614416868,389.7493261306176,201.9381711838889,389.7493261306176,210.26952872581577,390.1878186328243,216.84691625891597,391.0648036372377,188.34490361548185,392.3802811438577,194.04530614416868,394.13425115268444,199.7457086728555,391.941788641651,207.63857371257572,390.62631113503096,214.65445374788257,363.4397759982169,209.83103622360912,379.2255060776573,213.33897624126254,390.18781863282425,214.6544537478826,404.219578703438,213.33897624126254,416.0588762630183,207.63857371257572,348.53103092318986,225.61676630304956,368.70168602469704,234.38661634718312,390.62631113503096,239.21003387145657,412.55093624536494,236.57907885821652,431.84460634245875,226.4937513074629,319.1520332753424,245.34892890235008,346.3385684121565,269.0275240215107,386.24138611296416,280.42832907888436,427.45968132039195,271.6584790347508,461.22360399030623,253.24179394207027,32.37792930495194,153.70399594115426,33.693406811571975,178.25957606472824,73.15773201017304,185.71394860224177
labeled-data,190904_fem003_009,img0068.png,392.3802811438577,187.4679186110685,387.9953561217909,194.04530614416868,388.8723411262042,202.37666368609558,389.7493261306176,210.26952872581577,391.0648036372377,216.84691625891597,392.81877364606436,187.90641111327517,395.8882211615111,193.606813641962,399.8346536813712,199.30721617064881,398.95766867695784,206.76158870816235,395.01123615709776,213.33897624126254,367.82470102028367,211.14651373022915,381.4179685886907,214.6544537478826,394.57274365489104,215.96993125450263,406.4120412144714,213.77746874346923,418.6898312762584,208.5155587169891,349.8465084298099,228.2477213162896,370.89414853573044,237.0175713604232,391.941788641651,241.84098888469666,414.30490625419156,238.77154136924992,432.7215913468721,227.80922881408293,320.4675107819624,249.73385392441685,348.53103092318986,271.65847903475077,388.43384862399756,281.3053140832977,429.6521438314253,271.2199865325441,462.97757399913286,253.68028644427696,31.500944300538585,154.14248844336095,31.062451798331907,176.06711355369487,70.96526949913965,187.02942610886183
labeled-data,190904_fem003_009,img0094.png,392.8187736460643,187.4679186110685,388.8723411262042,194.04530614416868,389.31083362841093,202.37666368609558,389.31083362841093,209.83103622360912,390.62631113503096,216.84691625891597,393.257266148271,187.90641111327517,396.7652061659245,193.606813641962,402.0271161924046,199.30721617064881,401.1501311879913,206.76158870816235,398.5191761747512,213.33897624126254,371.3326410379371,211.58500623243583,384.92590860634414,214.2159612456759,395.4497286593044,214.6544537478826,407.7275187210914,213.33897624126254,419.1283237784651,208.95405121919578,352.0389709408432,228.68621381849627,372.6481185445572,237.4560638626299,392.3802811438577,242.27948138690334,414.7433987563983,240.08701887586994,435.7910388623189,228.2477213162896,321.7829882885825,250.61083892883022,350.28500093201654,273.41244904357745,390.18781863282425,282.18229908771104,431.84460634245875,271.65847903475077,463.4160665013395,254.11877894648364,28.86998928729851,153.26550343894758,28.86998928729851,175.1901285492815,67.01883697927956,184.39847109562174
labeled-data,190904_fem003_009,img0121.png,392.8187736460643,187.4679186110685,388.8723411262042,194.04530614416868,388.8723411262042,202.37666368609558,388.43384862399756,209.83103622360912,389.74932613061765,216.84691625891597,393.257266148271,187.90641111327517,397.6421911703378,192.72982863754865,402.4656086946113,198.86872366844213,402.0271161924046,207.20008121036904,399.8346536813712,213.7774687434692,371.3326410379371,211.14651373022915,384.4874161041374,213.77746874346923,395.4497286593044,215.09294625008928,408.16601122329814,213.33897624126254,419.56681628067173,208.95405121919578,352.91595594525666,230.00169132511633,373.9635960511772,237.89455636483655,394.57274365489104,243.15646639131668,416.9358612674317,240.9640038802833,437.1065163689389,227.80922881408293,323.9754507996158,251.48782393324356,351.1619859364299,273.85094154578417,391.0648036372377,282.18229908771104,431.84460634245875,271.65847903475077,463.8545590035462,254.55727144869033,27.554511780678475,153.26550343894758,27.554511780678475,173.87465104266147,64.82637446824616,186.15244110444846
labeled-data,190904_fem003_009,img0284.png,392.3802811438577,187.90641111327517,388.43384862399756,193.606813641962,387.9953561217909,202.37666368609558,388.43384862399756,209.83103622360912,389.74932613061765,216.84691625891597,393.257266148271,187.90641111327517,397.6421911703378,192.72982863754865,402.904101196818,199.30721617064881,401.1501311879913,207.20008121036904,398.5191761747512,213.33897624126254,371.3326410379371,211.14651373022915,383.1719385975174,214.6544537478826,395.01123615709776,215.09294625008928,408.16601122329814,213.33897624126254,419.56681628067173,208.95405121919578,350.28500093201654,229.56319882290964,373.9635960511772,238.77154136924992,395.01123615709776,244.4719438979367,416.9358612674317,240.08701887586994,437.1065163689389,228.2477213162896,323.9754507996158,251.0493314310369,352.0389709408432,273.85094154578417,391.0648036372377,283.9362690965378,430.52912883583866,272.97395654137085,462.97757399913286,254.995763950897,23.169586758611693,152.8270109367409,20.977124247578303,173.43615854045478,63.07240445941944,184.83696359782843
labeled-data,190904_fem003_009,img0514.png,393.257266148271,187.90641111327517,387.9953561217909,193.606813641962,388.43384862399756,202.37666368609558,388.43384862399756,209.83103622360912,390.1878186328243,216.84691625891597,393.6957586504777,188.34490361548185,398.5191761747512,192.72982863754865,403.34259369902463,199.30721617064881,401.58862369019795,207.20008121036904,398.95766867695784,213.33897624126254,371.3326410379371,211.14651373022915,383.1719385975174,215.53143875229594,395.01123615709776,215.09294625008928,408.16601122329814,213.33897624126254,420.4438012850851,209.83103622360912,350.28500093201654,229.56319882290964,373.9635960511772,238.77154136924992,395.4497286593044,244.9104364001434,417.37435376963833,240.08701887586994,437.54500887114557,228.6862138184963,324.41394330182254,251.48782393324356,352.47746344304994,273.85094154578417,391.0648036372377,283.9362690965378,430.9676213380453,272.0969715369575,462.97757399913286,255.43425645310367,22.731094256405015,153.70399594115426,21.41561674978498,172.55917353604144,63.07240445941944,184.83696359782843
labeled-data,190904_fem003_009,img0606.png,393.257266148271,187.90641111327517,387.9953561217909,193.606813641962,387.9953561217909,202.37666368609558,388.43384862399756,209.83103622360912,389.74932613061765,216.84691625891597,393.6957586504777,188.34490361548185,398.95766867695784,193.16832113975534,404.219578703438,199.30721617064881,402.4656086946113,207.20008121036904,400.7116386857846,213.33897624126254,370.01716353131707,213.33897624126254,383.17193859751745,215.96993125450263,395.01123615709776,215.53143875229594,409.48148872991817,214.6544537478826,420.4438012850851,210.7080212280225,350.7234934342232,229.56319882290964,373.9635960511772,238.77154136924992,395.88822116151107,245.78742140455677,417.81284627184505,240.9640038802833,437.54500887114557,229.12470632070298,324.8524358040292,252.36480893765693,354.2314334518767,275.1664190524042,391.941788641651,283.9362690965378,431.40611384025203,272.97395654137085,462.97757399913286,256.7497339597237,24.923556767438406,155.89645845218766,25.362049269645084,176.06711355369487,65.70335947265951,187.90641111327517
labeled-data,190904_fem003_009,img0697.png,392.8187736460643,187.90641111327517,387.9953561217909,193.606813641962,388.43384862399756,202.37666368609558,388.8723411262042,209.83103622360912,389.31083362841093,217.28540876112265,394.13425115268444,187.90641111327517,398.5191761747512,193.16832113975534,403.78108620123135,199.7457086728555,402.0271161924046,207.20008121036904,399.39616117916455,213.33897624126254,368.701686024697,212.90048373905586,381.85646109089737,216.4084237567093,394.57274365489104,215.53143875229594,407.7275187210914,215.09294625008926,419.1283237784651,210.7080212280225,349.4080159276032,230.440183827323,372.6481185445572,239.64852637366326,395.01123615709776,246.6644064089701,417.81284627184505,241.40249638248997,437.54500887114557,229.12470632070298,323.9754507996158,252.36480893765693,354.2314334518767,275.60491155461085,391.5032961394443,284.8132541009511,430.090636333632,273.8509415457842,461.66209649251283,257.1882264619304,21.85410925199166,155.0194734477743,21.85410925199166,173.43615854045478,63.07240445941944,186.59093360665514
